mfcc0_mean,mfcc0_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,contrast0_mean,contrast1_mean,contrast2_mean,contrast3_mean,contrast4_mean,contrast5_mean,contrast6_mean,centroid_mean,centroid_std,bandwidth_mean,rolloff_mean,zcr_mean,rms_mean,rms_max,dbfs_mean,dbfs_max,dbfs_std,label,file
-514.5960693359375,118.12584686279297,66.33668518066406,26.625455856323242,8.456238746643066,18.296289443969727,19.375091552734375,15.026315689086914,-6.512701511383057,12.54007625579834,2.8047006130218506,9.662169456481934,-1.5574430227279663,8.841032981872559,-1.3625600337982178,8.774542808532715,-0.5878357887268066,7.164945602416992,3.00339412689209,6.562716007232666,-2.505613088607788,6.063194751739502,3.4958715438842773,6.868898868560791,-3.088941812515259,5.792939186096191,15.841473540642529,11.410729842614206,13.081303805031204,13.278260362675889,14.025694587255424,14.851830354545632,46.07483767782323,3195.0520043371876,774.476862016544,2867.3815449895815,6704.009461771962,0.18709032749613003,0.003641837975010276,0.045472320169210434,-59.006893157958984,-26.84505844116211,12.43319320678711,heavy_adult_footstep,N-10_220826_A_1_a_00703.wav
-200.1256561279297,78.11856079101562,47.60817337036133,25.22736167907715,-67.50684356689453,35.1842155456543,-1.1328999996185303,15.813687324523926,-10.573896408081055,13.886584281921387,3.131986141204834,10.528310775756836,-9.065532684326172,10.38293170928955,1.0619882345199585,10.8504056930542,2.1156184673309326,9.530001640319824,3.2385647296905518,7.672510147094727,-3.885164260864258,6.94053840637207,0.7163861393928528,7.041175842285156,-7.931524276733398,6.889812469482422,31.924553272787644,11.766768120730324,14.468091125891656,14.764995219702781,16.059687660228725,16.423932254481947,48.11430986263421,2995.7065656801656,614.5964828740691,2229.183453856133,5353.934292158475,0.21347792303599072,0.037506911903619766,0.10730230808258057,-30.97243309020996,-19.387819290161133,7.33164644241333,heavy_adult_footstep,N-10_220831_A_1_a_00962.wav
-251.68881225585938,103.7027816772461,3.6088461875915527,34.53734588623047,-3.017096757888794,20.845027923583984,34.69641876220703,16.977123260498047,15.73320484161377,13.947322845458984,12.048887252807617,10.345848083496094,6.3045220375061035,9.184615135192871,7.02719259262085,8.772210121154785,3.4095613956451416,7.985496520996094,5.212916851043701,7.38720178604126,-0.18424203991889954,6.981617450714111,2.3319835662841797,6.043648719787598,-3.0825297832489014,5.720101356506348,24.32775032678473,11.73319035559673,12.543183299608948,13.640255351541562,14.33053608772059,14.909976356029537,45.44610136379618,4339.407509738601,810.9270729408909,2907.58540024479,7946.50194858988,0.29467395510835914,0.03584132343530655,0.22291666269302368,-34.73455810546875,-13.037149429321289,10.679689407348633,heavy_adult_footstep,N-10_220902_A_1_a_00884.wav
-478.88458251953125,108.56558227539062,20.80004119873047,28.39203643798828,7.090791702270508,18.614351272583008,16.663219451904297,10.987322807312012,6.780017852783203,11.031561851501465,12.548373222351074,9.44790267944336,2.273008108139038,8.213077545166016,3.6527817249298096,7.19133996963501,1.862099289894104,7.434559345245361,3.2991206645965576,6.729038238525391,-1.7263529300689697,7.052980899810791,1.6326128244400024,7.374204158782959,-4.820803642272949,6.281431198120117,26.832077474646425,11.656591846321872,13.333783081942963,13.659353101514325,14.930045491477747,14.973932636167573,46.060078591175944,4469.008830841779,758.5342363575309,3070.3275644368164,8284.54990446014,0.32238353811919507,0.0024718039203435183,0.019768403843045235,-57.33152389526367,-34.08056640625,9.801643371582031,heavy_adult_footstep,N-10_220904_A_1_a_00920.wav
-356.041015625,100.35264587402344,72.0777587890625,30.977508544921875,38.29654312133789,20.50556182861328,30.451539993286133,14.153946876525879,8.786410331726074,12.027170181274414,14.829697608947754,9.84009075164795,7.3632659912109375,9.301124572753906,5.548277378082275,9.759031295776367,2.7739689350128174,8.622844696044922,5.401412487030029,9.330462455749512,0.7356519103050232,8.951226234436035,2.7476978302001953,7.359980583190918,0.6553730964660645,7.787745952606201,21.623526870530082,11.493592099294384,14.245030108116017,13.801687435777195,14.495158483050494,14.784052415804624,45.47822120045506,2659.446807687813,993.9688526499243,2954.929202391197,6245.612233637287,0.11064710115131579,0.025862446054816246,0.219574436545372,-37.495216369628906,-13.168364524841309,11.174884796142578,heavy_adult_footstep,N-10_220905_A_1_a_00378.wav
-327.17840576171875,137.0911102294922,60.234127044677734,27.682260513305664,-17.783647537231445,22.00433349609375,-7.086106777191162,15.100619316101074,-19.325199127197266,17.32524871826172,-5.1111226081848145,11.889480590820312,-8.367523193359375,8.719661712646484,-6.559174060821533,7.194839000701904,-15.399134635925293,7.64155387878418,-8.63724422454834,6.846577167510986,-9.711748123168945,7.249251842498779,-4.56274938583374,6.561831951141357,-9.700629234313965,6.255720138549805,17.183831491621035,10.71858285458117,12.328904383368412,14.000396919343657,14.249016099526454,14.563885636535199,46.23831970042941,3243.134468124307,819.1555472230496,2758.151623430308,6551.527050478909,0.24915495597910217,0.01805245317518711,0.1035325899720192,-42.07670211791992,-19.69845962524414,12.787388801574707,heavy_adult_footstep,N-10_220905_A_1_a_00536.wav
-191.61703491210938,82.46542358398438,4.039179801940918,31.801542282104492,3.5335726737976074,23.77037811279297,37.467533111572266,16.239011764526367,8.627877235412598,14.418659210205078,17.94310188293457,12.14492416381836,12.227911949157715,9.566959381103516,15.282766342163086,8.999007225036621,7.864546775817871,7.737791538238525,10.054766654968262,7.261433124542236,1.1751891374588013,6.604897975921631,3.653886556625366,6.081213474273682,-3.2015039920806885,5.494397163391113,24.665864094510837,12.977592751522774,13.509344536179828,12.871197153766959,14.426826271656966,14.48897332171468,46.257160661322764,4235.909955776506,711.6241603931437,2889.57079785398,7762.85305908959,0.25569384312113,0.04857682064175606,0.24491260945796967,-28.50066566467285,-12.21977710723877,6.4238152503967285,heavy_adult_footstep,N-10_220907_A_1_a_00370.wav
-326.69049072265625,153.26058959960938,49.842708587646484,22.47614860534668,20.987607955932617,14.397284507751465,17.723058700561523,11.031270980834961,9.120296478271484,7.447716236114502,12.3407564163208,8.297804832458496,6.93157434463501,6.363603115081787,5.565732955932617,7.067476272583008,3.942702531814575,5.636070728302002,3.840897798538208,6.01747465133667,1.679120659828186,5.959469795227051,1.257158637046814,5.210959434509277,-1.9500868320465088,4.876515865325928,23.476380647927247,11.342156076107193,12.8977488819195,13.096820745538867,14.088342209748111,13.98781252547232,45.2459312126158,3194.8129199215377,838.8541254688379,3034.724051870115,7010.740940342009,0.15268086058436534,0.04577251151204109,0.31374189257621765,-41.71614456176758,-10.068550109863281,17.4634952545166,heavy_adult_footstep,N-10_220910_A_1_a_00402.wav
-461.14031982421875,55.63526153564453,66.49281311035156,26.923358917236328,53.07963180541992,21.525331497192383,26.70802879333496,14.57431411743164,20.89801597595215,8.387286186218262,30.67125129699707,12.506489753723145,18.237876892089844,7.891416072845459,17.7955265045166,7.782247543334961,16.20045280456543,6.831440448760986,15.486638069152832,7.409262180328369,9.615226745605469,5.692498683929443,10.446317672729492,5.573817729949951,4.357358932495117,4.8826422691345215,22.75138610465481,13.595727491868159,12.655581812124376,13.227302897228242,14.160146315526328,14.706268214274152,45.496092722199705,2113.036995112813,1082.09692704345,2897.5205431696736,5261.768182807663,0.06346598055340558,0.02464989386498928,0.11027847975492477,-38.06301498413086,-19.150184631347656,13.056900978088379,heavy_adult_footstep,N-10_220913_A_1_a_00410.wav
-377.3233947753906,72.89878845214844,60.03734588623047,26.07419204711914,23.666784286499023,14.060235023498535,23.79107093811035,13.316282272338867,15.92936897277832,8.71120548248291,16.3445987701416,8.95583724975586,9.434831619262695,7.787832260131836,8.169692039489746,7.979055404663086,8.1520414352417,7.093352794647217,7.47935152053833,6.27787446975708,1.6139545440673828,6.567286968231201,1.6883121728897095,7.070291042327881,0.10398458689451218,5.766059875488281,14.962696815528101,10.857342543830102,12.75697719713744,12.771067253371541,14.547289399714163,14.56048278692733,46.193468448358225,3039.406562847706,998.3860688428728,3039.426713286366,6816.375448976877,0.12576492356811145,0.013108293525874615,0.2604263722896576,-43.50471115112305,-11.686301231384277,9.456562995910645,heavy_adult_footstep,N-10_220914_A_1_a_00035.wav
